Scenario,TransitionEndMach,Mach,BlendedI_s,ScramBlendWeight,MappedDCR_s,MappedScram_s,Basis,ReleaseStatus
LOW,7.0,6.2,844.3670428627792,0.10400000000000016,899.3354147676254,370.79337722102804,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.25,800.6724047408468,0.15625,880.0570525504409,371.995306569039,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.3,755.4610961793559,0.2159999999999998,860.7786903332563,373.1972359170499,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.35,709.8945754827997,0.2817499999999995,841.5003281160718,374.39916526506084,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.4,665.0114192062798,0.3520000000000005,822.221965898887,375.60109461307184,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.45,621.7273221555088,0.42525000000000024,802.9436036817025,376.8030239610828,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.5,580.8350973868058,0.5,783.665241464518,378.0049533090937,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.55,543.0046762070996,0.5747499999999998,764.3868792473336,379.2068826571046,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.6,508.78310817392753,0.6479999999999996,745.1085170301491,380.4088120051155,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.65,478.5945610954356,0.7182500000000005,725.8301548129642,381.6107413531265,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.7,452.7403210303801,0.7840000000000003,706.5517925957797,382.81267070113745,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.75,431.39879228812447,0.84375,687.2734303785952,384.0146000491484,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.8,414.6254974286415,0.8959999999999998,667.9950681614107,385.2165293971593,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.85,402.35307726251295,0.9392499999999997,648.7167059442263,386.41845874517026,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.9,394.39129085092924,0.9720000000000002,629.4383437270415,387.6203880931812,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,6.95,390.42701550568995,0.99275,610.159981509857,388.8223174411921,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
LOW,7.0,7.0,390.02424678920306,1.0,590.8816192926724,390.02424678920306,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.0,1016.5269886363635,0.0,1016.5269886363635,381.0074592995769,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.05,979.2597887519217,0.02799999999999981,996.4573503580259,382.25872156858827,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.1,914.7284283425115,0.10399999999999932,976.3877120796883,383.5099838375997,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.15,832.8617990192862,0.21600000000000089,956.3180738013504,384.76124610661105,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.2,742.5653891671311,0.3520000000000005,936.2484355230129,386.0125083756225,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.25,651.7212839446545,0.5,916.1787972446753,387.26377064463384,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.3,567.1881652841931,0.6479999999999996,896.1091589663376,388.5150329136452,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.35,494.8013118918113,0.783999999999999,876.039520688,389.7662951826566,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.4,439.37259924729904,0.8960000000000007,855.9698824096621,391.017557451668,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.45,404.6904996041774,0.9720000000000002,835.9002441313245,392.2688197206794,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.5,393.52008198969077,1.0,815.830605852987,393.52008198969077,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.55,394.77134425870213,1.0,795.7609675746494,394.77134425870213,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.6,396.02260652771355,1.0,775.6913292963118,396.02260652771355,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.65,397.2738687967249,1.0,755.6216910179738,397.2738687967249,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.7,398.52513106573633,1.0,735.5520527396362,398.52513106573633,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.75,399.7763933347477,1.0,715.4824144612986,399.7763933347477,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.8,401.02765560375906,1.0,695.4127761829611,401.02765560375906,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.85,402.2789178727705,1.0,675.3431379046235,402.2789178727705,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.9,403.53018014178184,1.0,655.2734996262855,403.53018014178184,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,6.95,404.78144241079326,1.0,635.203861347948,404.78144241079326,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,6.5,7.0,406.0327046798046,1.0,615.1342230696104,406.0327046798046,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.0,1016.5269886363635,0.0,1016.5269886363635,381.0074592995769,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.05,992.0044102993024,0.007249999999999949,996.4573503580259,382.25872156858827,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.1,959.78713568891,0.02799999999999981,976.3877120796883,383.5099838375997,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.15,921.5959965188948,0.06075000000000027,956.3180738013504,384.76124610661105,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.2,879.0238990996842,0.10400000000000016,936.2484355230129,386.0125083756225,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.25,833.5358243384188,0.15625,916.1787972446753,387.26377064463384,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.3,786.4688277389562,0.2159999999999998,896.1091589663376,388.5150329136452,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.35,739.0320394018698,0.2817499999999995,876.039520688,389.7662951826566,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.4,692.3066640244479,0.3520000000000005,855.9698824096621,391.017557451668,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.45,647.2459809006975,0.42525000000000024,835.9002441313245,392.2688197206794,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.5,604.6753439213389,0.5,815.830605852987,393.52008198969077,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.55,565.2921815738089,0.5747499999999998,795.7609675746494,394.77134425870213,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.6,529.6659969422603,0.6479999999999996,775.6913292963118,396.02260652771355,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.65,498.2383677075616,0.7182500000000005,755.6216910179738,397.2738687967249,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.7,471.32294614729864,0.7840000000000003,735.5520527396362,398.52513106573633,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.75,449.1054591357713,0.84375,715.4824144612986,399.7763933347477,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.8,431.64370814399615,0.8959999999999998,695.4127761829611,401.02765560375906,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.85,418.86756923970563,0.9392499999999997,675.3431379046235,402.2789178727705,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.9,410.5789930873479,0.9720000000000002,655.2734996262855,403.53018014178184,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,6.95,406.4520049480877,0.99275,635.203861347948,404.78144241079326,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
REFERENCE,7.0,7.0,406.0327046798046,1.0,615.1342230696104,406.0327046798046,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.0,1056.6051136363635,0.0,1056.6051136363635,396.0292587701695,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.05,1017.8685976274456,0.02799999999999981,1035.744199296873,397.32985396018137,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.1,950.7929900334349,0.10399999999999932,1014.8832849573821,398.63044915019316,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.15,865.6986441419103,0.21600000000000089,994.022370617891,399.93104434020506,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.2,771.8421607830395,0.3520000000000005,973.1614562784005,401.23163953021685,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.25,677.4163883295693,0.5,952.3005419389098,402.5322347202287,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.3,589.5504226968317,0.6479999999999996,931.439627599419,403.83282991024055,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.35,514.3096073427428,0.783999999999999,910.5787132599283,405.13342510025234,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.4,456.6955332678019,0.8960000000000007,889.7177989204373,406.43402029026424,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.45,420.6460390150947,0.9720000000000002,868.8568845809466,407.73461548027603,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.5,409.0352106702879,1.0,847.995970241456,409.0352106702879,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.55,410.33580586029973,1.0,827.1350559019653,410.33580586029973,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.6,411.6364010503115,1.0,806.2741415624746,411.6364010503115,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.65,412.9369962403234,1.0,785.4132272229836,412.9369962403234,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.7,414.2375914303352,1.0,764.5523128834928,414.2375914303352,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.75,415.53818662034706,1.0,743.6913985440021,415.53818662034706,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.8,416.8387818103589,1.0,722.8304842045115,416.8387818103589,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.85,418.1393770003707,1.0,701.9695698650207,418.1393770003707,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.9,419.4399721903826,1.0,681.1086555255297,419.4399721903826,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,6.95,420.7405673803944,1.0,660.2477411860391,420.7405673803944,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,6.5,7.0,422.04116257040624,1.0,639.3868268465484,422.04116257040624,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.0,1056.6051136363635,0.0,1056.6051136363635,396.0292587701695,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.05,1031.115695293182,0.007249999999999949,1035.744199296873,397.32985396018137,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.1,997.628205554781,0.02799999999999981,1014.8832849573821,398.63044915019316,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.15,957.9313225465214,0.06075000000000027,994.022370617891,399.93104434020506,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.2,913.6807553365892,0.10400000000000016,973.1614562784005,401.23163953021685,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.25,866.3992439359909,0.15625,952.3005419389098,402.5322347202287,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.3,817.4765592985566,0.2159999999999998,931.439627599419,403.83282991024055,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.35,768.1695033209398,0.2817499999999995,910.5787132599283,405.13342510025234,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.4,719.6019088426161,0.3520000000000005,889.7177989204373,406.43402029026424,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.45,672.7646396458863,0.42525000000000024,868.8568845809466,407.73461548027603,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.5,628.5155904558719,0.5,847.995970241456,409.0352106702879,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.55,587.5796869405181,0.5747499999999998,827.1350559019653,410.33580586029973,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.6,550.5488857105931,0.6479999999999996,806.2741415624746,411.6364010503115,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.65,517.8821743196877,0.7182500000000005,785.4132272229836,412.9369962403234,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.7,489.9055712642172,0.7840000000000003,764.5523128834928,414.2375914303352,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.75,466.8121259834181,0.84375,743.6913985440021,415.53818662034706,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.8,448.66191885935086,0.8959999999999998,722.8304842045115,416.8387818103589,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.85,435.38206121689825,0.9392499999999997,701.9695698650207,418.1393770003707,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.9,426.76669532376667,0.9720000000000002,681.1086555255297,419.4399721903826,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,6.95,422.47699439048534,0.99275,660.2477411860391,420.7405673803944,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
HIGH,7.0,7.0,422.04116257040624,1.0,639.3868268465484,422.04116257040624,DCR-to-scram smoothstep blend; WU same-source relative mode structure preserved,TRANSITION_SENSITIVITY_ONLY
